,ID,Count
0,18288,480.4348492312023
1,18289,383.41214474827325
2,18290,324.4847682662972
3,18291,268.1101714957251
4,18292,225.66914157803416
5,18293,202.0111061924132
6,18294,217.21679403860264
7,18295,251.91410757420834
8,18296,290.0948128230344
9,18297,374.8658822361814
10,18298,532.0795464696075
11,18299,589.8799432796594
12,18300,596.1295578239665
13,18301,527.2301187904186
14,18302,563.7374299809329
15,18303,556.6169675083208
16,18304,542.4101934622461
17,18305,555.0460261474568
18,18306,568.7063858071442
19,18307,603.4549256914737
20,18308,579.8993430033004
21,18309,541.2746760655345
22,18310,543.2383527666146
23,18311,530.3976146865086
24,18312,364.3470494539388
25,18313,290.7680071239246
26,18314,246.07929274854985
27,18315,203.32652818456853
28,18316,171.14055322658712
29,18317,153.19902504139975
30,18318,164.73055217882978
31,18319,191.04393021730021
32,18320,219.99900565727063
33,18321,284.2867838423033
34,18322,403.51280333058924
35,18323,447.34685089959635
36,18324,452.0863668258169
37,18325,399.8351461637951
38,18326,427.52117089128035
39,18327,422.12123061468475
40,18328,411.347249055626
41,18329,420.9298768845965
42,18330,431.28947453753767
43,18331,457.64170106720655
44,18332,439.7778698644163
45,18333,410.4861075007253
46,18334,411.9752996633356
47,18335,402.2372778695709
48,18336,358.98241437233804
49,18337,286.48674766549897
50,18338,242.45602858677637
51,18339,200.3327544522059
52,18340,168.62068482886053
53,18341,150.9433271691763
54,18342,162.30506444521296
55,18343,188.2310050908126
56,18344,216.75974686421847
57,18345,280.10095372203307
58,18346,397.57149285787744
59,18347,440.76012921878043
60,18348,445.42986065396224
61,18349,393.9479854054413
62,18350,421.2263619311756
63,18351,415.9059302140422
64,18352,405.29058443789114
65,18353,414.7321179407178
66,18354,424.93918118701686
67,18355,450.9033983197901
68,18356,433.30259363445316
69,18357,404.44212230554257
70,18358,405.909387647198
71,18359,396.3147481956769
72,18360,508.8543497134797
73,18361,406.0923929651149
74,18362,343.67924394388876
75,18363,283.9698810074709
76,18364,239.0183070021804
77,18365,213.9608112128704
78,18366,230.06597180498915
79,18367,266.8157599276004
80,18368,307.25499528299355
81,18369,397.04058737684375
82,18370,563.5540220446006
83,18371,624.773526372868
84,18372,631.3928287610943
85,18373,558.4177327597474
86,18374,597.0845866013533
87,18375,589.5429224049315
88,18376,574.4957650633899
89,18377,587.8790540450495
90,18378,602.3474745657627
91,18379,639.1515192653266
92,18380,614.202536629922
93,18381,573.2930776076057
94,18382,575.3729130574582
95,18383,561.7725977679879
96,18384,502.3103405004224
97,18385,400.869931248098
98,18386,339.2594327740093
99,18387,280.3179489396994
100,18388,235.94446474458283
101,18389,211.20921535720242
102,18390,227.10725908110152
103,18391,263.3844346532105
104,18392,303.3036101351179
105,18393,391.93453441057795
106,18394,556.3065597513296
107,18395,616.7387641369542
108,18396,623.27294044571
109,18397,551.2363245827869
110,18398,589.4059118727323
111,18399,581.9612355865269
112,18400,567.1075888955846
113,18401,580.3187650389707
114,18402,594.6011176264152
115,18403,630.9318520207271
116,18404,606.3037202777525
117,18405,565.9203683367533
118,18406,567.9734565211984
119,18407,554.5480450890005
120,18408,517.6507146585121
121,18409,413.1123523934544
122,18410,349.62029182029096
123,18411,288.8787566182339
124,18412,243.15012243840266
125,18413,217.6594675777484
126,18414,234.04303174477297
127,18415,271.4280989961981
128,18416,312.5663915031797
129,18417,403.9040718032288
130,18418,573.2959587047401
131,18419,635.573740518753
132,18420,642.3074681831337
133,18421,568.070880407789
134,18422,607.4061529390622
135,18423,599.7341189607923
136,18424,584.4268473302875
137,18425,598.0414879631884
138,18426,612.7600183771353
139,18427,650.2002801176127
140,18428,624.8200142350631
141,18429,583.2033694896282
142,18430,585.319158236633
143,18431,571.483739647523
144,18432,501.32199081000715
145,18433,400.08117648734367
146,18434,338.5919033040434
147,18435,279.76639318678303
148,18436,235.48021860054928
149,18437,210.79363848016027
150,18438,226.66040109091915
151,18439,262.8661974132796
152,18440,302.7068276183968
153,18441,391.1633610053842
154,18442,555.2119666845049
